,start_station_name,end_station_name,value
4190,Jersey & 6th St,Union St,2
4191,Jersey & 6th St,Van Vorst Park,130
4192,Jersey & 6th St,W 16 St & The High Line,2
4193,Jersey & 6th St,Warren St,152
4194,Jersey & 6th St,Washington St,105
4195,Jersey & 6th St,Willow Ave & 12 St,4
4196,Jersey & 6th St,York St & Marin Blvd,10
4197,Journal Square,11 St & Washington St,2
4198,Journal Square,12 St & Sinatra Dr N,4
4199,Journal Square,14 St Ferry - 14 St & Shipyard Ln,6
4200,Journal Square,4 St & Grand St,4
4201,Journal Square,5 Corners Library,158
4202,Journal Square,6 St & Grand St,3
4203,Journal Square,7 St & Monroe St,5
4204,Journal Square,8 St & Washington St,7
4205,Journal Square,9 St HBLR - Jackson St & 8 St,2
4206,Journal Square,Adams St & 11 St,1
4207,Journal Square,Adams St & 2 St,5
4208,Journal Square,Astor Place,272
4209,Journal Square,Baldwin at Montgomery,399
4210,Journal Square,Bergen Ave,318
4211,Journal Square,Bergen Ave & Sip Ave,125
4212,Journal Square,Bergen Ave & Stegman St,39
4213,Journal Square,Bloomfield St & 15 St,7
4214,Journal Square,Broadway & E 19 St,1
4215,Journal Square,Brunswick & 6th,33
4216,Journal Square,Brunswick St,91
4217,Journal Square,Central Park North & Adam Clayton Powell Blvd,1
4218,Journal Square,Christ Hospital,208
4219,Journal Square,Church Sq Park - 5 St & Park Ave,9
4220,Journal Square,City Hall,32
4221,Journal Square,City Hall - Washington St & 1 St,21
4222,Journal Square,Clinton St & 7 St,7
4223,Journal Square,Clinton St & Newark St,14
4224,Journal Square,Columbus Dr at Exchange Pl,16
4225,Journal Square,Columbus Drive,23
4226,Journal Square,Columbus Park - Clinton St & 9 St,5
4227,Journal Square,Communipaw & Berry Lane,26
4228,Journal Square,Dey St,1053
4229,Journal Square,Dixon Mills,19
4230,Journal Square,Essex Light Rail,5
4231,Journal Square,Fairmount Ave,275
4232,Journal Square,Glenwood Ave,91
4233,Journal Square,Grand St,15
4234,Journal Square,Grand St & 14 St,6
4235,Journal Square,Grant Ave & MLK Dr,18
4236,Journal Square,Greenwich St & W Houston St,1
4237,Journal Square,Grove St PATH,65
4238,Journal Square,Hamilton Park,93
4239,Journal Square,Harborside,15
4240,Journal Square,Heights Elevator,50
4241,Journal Square,Hilltop,174
4242,Journal Square,Hoboken Ave at Monmouth St,25
4243,Journal Square,Hoboken Terminal - Hudson St & Hudson Pl,16
4244,Journal Square,Hoboken Terminal - River St & Hudson Pl,15
4245,Journal Square,Hudson St & 4 St,12
4246,Journal Square,JC Medical Center,15
4247,Journal Square,Jackson Square,37
4248,Journal Square,Jersey & 3rd,21
4249,Journal Square,Jersey & 6th St,18
4250,Journal Square,Journal Square,436
4251,Journal Square,Lafayette Park,10
4252,Journal Square,Leonard Gordon Park,738
4253,Journal Square,Liberty Light Rail,35
4254,Journal Square,Lincoln Park,200
4255,Journal Square,Madison St & 1 St,10
4256,Journal Square,Madison St & 10 St,2
4257,Journal Square,Mama Johnson Field - 4 St & Jackson St,3
4258,Journal Square,Manila & 1st,65
4259,Journal Square,Marin Light Rail,66
4260,Journal Square,Marshall St & 2 St,5
4261,Journal Square,McGinley Square,281
4262,Journal Square,Monmouth and 6th,11
4263,Journal Square,Montgomery St,20
4264,Journal Square,Morris Canal,9
4265,Journal Square,Newark Ave,57
4266,Journal Square,Newport PATH,66
4267,Journal Square,Newport Pkwy,69
4268,Journal Square,Oakland Ave,558
4269,Journal Square,Paulus Hook,20
4270,Journal Square,Pershing Field,682
4271,Journal Square,Riverview Park,87
4272,Journal Square,Sip Ave,91
4273,Journal Square,South Waterfront Walkway - Sinatra Dr & 1 St,15
4274,Journal Square,Southwest Park - Jackson St & Observer Hwy,7
4275,Journal Square,Spring St & Hudson St,1
4276,Journal Square,Stevens - River Ter & 6 St,25
4277,Journal Square,Union St,168
4278,Journal Square,Van Vorst Park,23
4279,Journal Square,Vesey St & Church St,1
4280,Journal Square,W 37 St & 10 Ave,1
4281,Journal Square,Warren St,31
4282,Journal Square,Washington St,77
4283,Journal Square,West St & Chambers St,1
4284,Journal Square,Willow Ave & 12 St,7
4285,Journal Square,York St & Marin Blvd,1
4286,Lafayette Park,11 St & Washington St,8
4287,Lafayette Park,12 St & Sinatra Dr N,3
4288,Lafayette Park,14 St Ferry - 14 St & Shipyard Ln,7
4289,Lafayette Park,4 St & Grand St,1
4290,Lafayette Park,5 Corners Library,7
4291,Lafayette Park,6 St & Grand St,1
4292,Lafayette Park,7 St & Monroe St,3
4293,Lafayette Park,8 St & Washington St,1
4294,Lafayette Park,9 St HBLR - Jackson St & 8 St,1
4295,Lafayette Park,Adams St & 11 St,2
4296,Lafayette Park,Astor Place,115
4297,Lafayette Park,Baldwin at Montgomery,30
4298,Lafayette Park,Bergen Ave,33
4299,Lafayette Park,Bergen Ave & Sip Ave,28
4300,Lafayette Park,Bergen Ave & Stegman St,19
4301,Lafayette Park,Bloomfield St & 15 St,2
4302,Lafayette Park,Brunswick & 6th,32
4303,Lafayette Park,Brunswick St,68
4304,Lafayette Park,Christ Hospital,11
4305,Lafayette Park,Church Sq Park - 5 St & Park Ave,42
4306,Lafayette Park,City Hall,1184
4307,Lafayette Park,City Hall - Washington St & 1 St,5
4308,Lafayette Park,Clinton St & 7 St,11
4309,Lafayette Park,Clinton St & Newark St,8
4310,Lafayette Park,Columbus Dr at Exchange Pl,202
4311,Lafayette Park,Columbus Drive,53
4312,Lafayette Park,Columbus Park - Clinton St & 9 St,1
4313,Lafayette Park,Communipaw & Berry Lane,125
4314,Lafayette Park,Dey St,30
4315,Lafayette Park,Dixon Mills,57
4316,Lafayette Park,Essex Light Rail,7
4317,Lafayette Park,Fairmount Ave,8
4318,Lafayette Park,Glenwood Ave,10
4319,Lafayette Park,Grand St,117
4320,Lafayette Park,Grand St & 14 St,4
4321,Lafayette Park,Grant Ave & MLK Dr,9
4322,Lafayette Park,Grove St PATH,2422
4323,Lafayette Park,Hamilton Park,57
4324,Lafayette Park,Harborside,40
4325,Lafayette Park,Heights Elevator,4
4326,Lafayette Park,Hilltop,24
4327,Lafayette Park,Hoboken Ave at Monmouth St,33
4328,Lafayette Park,Hoboken Terminal - Hudson St & Hudson Pl,13
4329,Lafayette Park,Hoboken Terminal - River St & Hudson Pl,14
4330,Lafayette Park,Hudson St & 4 St,19
4331,Lafayette Park,JC Medical Center,121
4332,Lafayette Park,Jackson Square,16
4333,Lafayette Park,Jersey & 3rd,62
4334,Lafayette Park,Jersey & 6th St,31
4335,Lafayette Park,Journal Square,9
4336,Lafayette Park,Lafayette Park,629
4337,Lafayette Park,Leonard Gordon Park,1
4338,Lafayette Park,Liberty Light Rail,431
4339,Lafayette Park,Lincoln Park,7
4340,Lafayette Park,Madison St & 1 St,1
4341,Lafayette Park,Madison St & 10 St,2
4342,Lafayette Park,Mama Johnson Field - 4 St & Jackson St,9
4343,Lafayette Park,Manila & 1st,49
4344,Lafayette Park,Marin Light Rail,88
4345,Lafayette Park,Marshall St & 2 St,5
4346,Lafayette Park,McGinley Square,44
4347,Lafayette Park,Monmouth and 6th,12
4348,Lafayette Park,Montgomery St,95
4349,Lafayette Park,Morris Canal,10
4350,Lafayette Park,Newark Ave,136
4351,Lafayette Park,Newport PATH,56
4352,Lafayette Park,Newport Pkwy,25
4353,Lafayette Park,Oakland Ave,2
4354,Lafayette Park,Paulus Hook,63
4355,Lafayette Park,Pershing Field,11
4356,Lafayette Park,Riverview Park,12
4357,Lafayette Park,Sip Ave,11
4358,Lafayette Park,South Waterfront Walkway - Sinatra Dr & 1 St,21
4359,Lafayette Park,Southwest Park - Jackson St & Observer Hwy,15
4360,Lafayette Park,Stevens - River Ter & 6 St,5
4361,Lafayette Park,Union St,29
4362,Lafayette Park,Van Vorst Park,143
4363,Lafayette Park,Warren St,30
4364,Lafayette Park,Washington St,43
4365,Lafayette Park,Willow Ave & 12 St,1
4366,Lafayette Park,York St & Marin Blvd,7
4367,Leonard Gordon Park,11 St & Washington St,5
4368,Leonard Gordon Park,12 St & Sinatra Dr N,5
4369,Leonard Gordon Park,14 St Ferry - 14 St & Shipyard Ln,9
4370,Leonard Gordon Park,4 St & Grand St,61
4371,Leonard Gordon Park,5 Corners Library,112
4372,Leonard Gordon Park,6 St & Grand St,51
4373,Leonard Gordon Park,7 St & Monroe St,10
4374,Leonard Gordon Park,8 St & Washington St,29
4375,Leonard Gordon Park,9 St HBLR - Jackson St & 8 St,9
4376,Leonard Gordon Park,Adams St & 11 St,3
4377,Leonard Gordon Park,Adams St & 2 St,5
4378,Leonard Gordon Park,Astor Place,11
4379,Leonard Gordon Park,Baldwin at Montgomery,38
4380,Leonard Gordon Park,Bergen Ave,12
4381,Leonard Gordon Park,Bergen Ave & Sip Ave,112
4382,Leonard Gordon Park,Bergen Ave & Stegman St,14
4383,Leonard Gordon Park,Bloomfield St & 15 St,15
4384,Leonard Gordon Park,Brunswick & 6th,7
4385,Leonard Gordon Park,Brunswick St,31
4386,Leonard Gordon Park,Central Park North & Adam Clayton Powell Blvd,1
4387,Leonard Gordon Park,Christ Hospital,39
4388,Leonard Gordon Park,Church Sq Park - 5 St & Park Ave,50
4389,Leonard Gordon Park,City Hall,122
4390,Leonard Gordon Park,City Hall - Washington St & 1 St,99
4391,Leonard Gordon Park,Clinton St & 7 St,9
4392,Leonard Gordon Park,Clinton St & Newark St,17
4393,Leonard Gordon Park,Columbus Dr at Exchange Pl,17
4394,Leonard Gordon Park,Columbus Drive,10
4395,Leonard Gordon Park,Columbus Park - Clinton St & 9 St,3
4396,Leonard Gordon Park,Dey St,28
4397,Leonard Gordon Park,Dixon Mills,1
4398,Leonard Gordon Park,Essex Light Rail,4
4399,Leonard Gordon Park,Fairmount Ave,11
4400,Leonard Gordon Park,Glenwood Ave,28
4401,Leonard Gordon Park,Grand St,9
4402,Leonard Gordon Park,Grand St & 14 St,17
4403,Leonard Gordon Park,Grant Ave & MLK Dr,9
4404,Leonard Gordon Park,Grove St PATH,75
4405,Leonard Gordon Park,Hamilton Park,31
4406,Leonard Gordon Park,Harborside,6
4407,Leonard Gordon Park,Heights Elevator,115
4408,Leonard Gordon Park,Hilltop,56
4409,Leonard Gordon Park,Hoboken Ave at Monmouth St,27
4410,Leonard Gordon Park,Hoboken Terminal - Hudson St & Hudson Pl,89
4411,Leonard Gordon Park,Hoboken Terminal - River St & Hudson Pl,93
4412,Leonard Gordon Park,Hudson St & 4 St,37
4413,Leonard Gordon Park,JC Medical Center,41
4414,Leonard Gordon Park,Jackson Square,2
4415,Leonard Gordon Park,Jersey & 3rd,11
4416,Leonard Gordon Park,Jersey & 6th St,8
4417,Leonard Gordon Park,Journal Square,643
4418,Leonard Gordon Park,Lafayette Park,3
4419,Leonard Gordon Park,Leonard Gordon Park,612
4420,Leonard Gordon Park,Liberty Light Rail,27
4421,Leonard Gordon Park,Lincoln Park,34
4422,Leonard Gordon Park,Madison St & 1 St,10
4423,Leonard Gordon Park,Madison St & 10 St,4
4424,Leonard Gordon Park,Mama Johnson Field - 4 St & Jackson St,6
4425,Leonard Gordon Park,Manila & 1st,29
4426,Leonard Gordon Park,Marin Light Rail,20
4427,Leonard Gordon Park,Marshall St & 2 St,30
4428,Leonard Gordon Park,McGinley Square,75
4429,Leonard Gordon Park,Monmouth and 6th,7
4430,Leonard Gordon Park,Montgomery St,58
4431,Leonard Gordon Park,Newark Ave,92
4432,Leonard Gordon Park,Newport PATH,88
4433,Leonard Gordon Park,Newport Pkwy,113
4434,Leonard Gordon Park,Oakland Ave,165
4435,Leonard Gordon Park,Paulus Hook,5
4436,Leonard Gordon Park,Pershing Field,258
4437,Leonard Gordon Park,Riverview Park,125
4438,Leonard Gordon Park,Sip Ave,83
4439,Leonard Gordon Park,South Waterfront Walkway - Sinatra Dr & 1 St,62
4440,Leonard Gordon Park,Southwest Park - Jackson St & Observer Hwy,16
4441,Leonard Gordon Park,Stevens - River Ter & 6 St,87
4442,Leonard Gordon Park,Union St,26
4443,Leonard Gordon Park,Van Vorst Park,124
4444,Leonard Gordon Park,Warren St,13
4445,Leonard Gordon Park,Washington St,47
4446,Leonard Gordon Park,Willow Ave & 12 St,7
4447,Liberty Light Rail,11 St & Washington St,10
4448,Liberty Light Rail,12 St & Sinatra Dr N,3
4449,Liberty Light Rail,14 St Ferry - 14 St & Shipyard Ln,8
4450,Liberty Light Rail,4 St & Grand St,6
4451,Liberty Light Rail,5 Corners Library,28
4452,Liberty Light Rail,6 St & Grand St,2
4453,Liberty Light Rail,7 St & Monroe St,6
4454,Liberty Light Rail,8 St & Washington St,11
4455,Liberty Light Rail,9 St HBLR - Jackson St & 8 St,3
4456,Liberty Light Rail,Adams St & 11 St,1
4457,Liberty Light Rail,Adams St & 2 St,5
4458,Liberty Light Rail,Astor Place,49
4459,Liberty Light Rail,Baldwin at Montgomery,100
4460,Liberty Light Rail,Bergen Ave,51
4461,Liberty Light Rail,Bergen Ave & Sip Ave,14
4462,Liberty Light Rail,Bergen Ave & Stegman St,21
4463,Liberty Light Rail,Bloomfield St & 15 St,8
4464,Liberty Light Rail,Brunswick & 6th,32
4465,Liberty Light Rail,Brunswick St,68
4466,Liberty Light Rail,Bus Slip & State St,1
4467,Liberty Light Rail,Christ Hospital,10
4468,Liberty Light Rail,Church Sq Park - 5 St & Park Ave,9
4469,Liberty Light Rail,City Hall,1696
4470,Liberty Light Rail,City Hall - Washington St & 1 St,31
4471,Liberty Light Rail,Clinton St & 7 St,4
4472,Liberty Light Rail,Clinton St & Newark St,3
4473,Liberty Light Rail,Columbus Dr at Exchange Pl,643
4474,Liberty Light Rail,Columbus Drive,202
4475,Liberty Light Rail,Columbus Park - Clinton St & 9 St,4
4476,Liberty Light Rail,Communipaw & Berry Lane,156
4477,Liberty Light Rail,Dey St,7
4478,Liberty Light Rail,Dixon Mills,48
4479,Liberty Light Rail,E 13 St & 2 Ave,1
4480,Liberty Light Rail,E 22 St & 2 Ave,1
4481,Liberty Light Rail,Essex Light Rail,82
4482,Liberty Light Rail,Fairmount Ave,22
4483,Liberty Light Rail,Glenwood Ave,7
4484,Liberty Light Rail,Grand St,297
4485,Liberty Light Rail,Grand St & 14 St,15
4486,Liberty Light Rail,Grant Ave & MLK Dr,9
4487,Liberty Light Rail,Grove St PATH,2692
4488,Liberty Light Rail,Hamilton Park,174
4489,Liberty Light Rail,Harborside,328
4490,Liberty Light Rail,Heights Elevator,10
4491,Liberty Light Rail,Hilltop,42
4492,Liberty Light Rail,Hoboken Ave at Monmouth St,15
4493,Liberty Light Rail,Hoboken Terminal - Hudson St & Hudson Pl,34
4494,Liberty Light Rail,Hoboken Terminal - River St & Hudson Pl,15
4495,Liberty Light Rail,Hudson St & 4 St,16
4496,Liberty Light Rail,JC Medical Center,431
4497,Liberty Light Rail,Jackson Square,50
4498,Liberty Light Rail,Jersey & 3rd,111
4499,Liberty Light Rail,Jersey & 6th St,75
4500,Liberty Light Rail,Journal Square,14
4501,Liberty Light Rail,Lafayette Park,298
4502,Liberty Light Rail,Leonard Gordon Park,25
4503,Liberty Light Rail,Liberty Light Rail,3696
4504,Liberty Light Rail,Lincoln Park,25
4505,Liberty Light Rail,Madison St & 1 St,16
4506,Liberty Light Rail,Madison St & 10 St,3
4507,Liberty Light Rail,Mama Johnson Field - 4 St & Jackson St,3
4508,Liberty Light Rail,Manila & 1st,159
4509,Liberty Light Rail,Marin Light Rail,457
4510,Liberty Light Rail,Marshall St & 2 St,9
4511,Liberty Light Rail,McGinley Square,45
4512,Liberty Light Rail,Monmouth and 6th,36
4513,Liberty Light Rail,Montgomery St,95
4514,Liberty Light Rail,Morris Canal,80
4515,Liberty Light Rail,Newark Ave,350
4516,Liberty Light Rail,Newport PATH,112
4517,Liberty Light Rail,Newport Pkwy,104
4518,Liberty Light Rail,Oakland Ave,3
4519,Liberty Light Rail,Paulus Hook,379
4520,Liberty Light Rail,Pershing Field,12
4521,Liberty Light Rail,Pier 40 Dock Station,2
4522,Liberty Light Rail,Riverview Park,3
4523,Liberty Light Rail,Sip Ave,13
4524,Liberty Light Rail,South Waterfront Walkway - Sinatra Dr & 1 St,32
4525,Liberty Light Rail,Southwest Park - Jackson St & Observer Hwy,5
4526,Liberty Light Rail,Stevens - River Ter & 6 St,6
4527,Liberty Light Rail,Union St,24
4528,Liberty Light Rail,Van Vorst Park,469
4529,Liberty Light Rail,Vesey Pl & River Terrace,1
4530,Liberty Light Rail,Vesey St & Church St,1
4531,Liberty Light Rail,W 181 St & Riverside Dr,1
4532,Liberty Light Rail,W 22 St & 10 Ave,1
4533,Liberty Light Rail,Warren St,153
4534,Liberty Light Rail,Washington St,169
4535,Liberty Light Rail,Willow Ave & 12 St,6
4536,Liberty Light Rail,York St & Marin Blvd,19
4537,Lincoln Park,11 St & Washington St,6
4538,Lincoln Park,12 St & Sinatra Dr N,2
4539,Lincoln Park,14 St Ferry - 14 St & Shipyard Ln,1
4540,Lincoln Park,4 St & Grand St,2
4541,Lincoln Park,5 Corners Library,21
4542,Lincoln Park,8 St & Washington St,2
4543,Lincoln Park,Adams St & 11 St,1
4544,Lincoln Park,Adams St & 2 St,2
4545,Lincoln Park,Astor Place,144
4546,Lincoln Park,Baldwin at Montgomery,94
4547,Lincoln Park,Bergen Ave,114
4548,Lincoln Park,Bergen Ave & Sip Ave,490
4549,Lincoln Park,Bergen Ave & Stegman St,31
4550,Lincoln Park,Bloomfield St & 15 St,3
4551,Lincoln Park,Brunswick & 6th,30
4552,Lincoln Park,Brunswick St,61
4553,Lincoln Park,Christ Hospital,17
4554,Lincoln Park,City Hall,106
4555,Lincoln Park,City Hall - Washington St & 1 St,7
4556,Lincoln Park,Clinton St & Newark St,1
4557,Lincoln Park,Columbus Dr at Exchange Pl,22
4558,Lincoln Park,Columbus Drive,15
4559,Lincoln Park,Columbus Park - Clinton St & 9 St,1
4560,Lincoln Park,Communipaw & Berry Lane,15
4561,Lincoln Park,Dey St,24
4562,Lincoln Park,Dixon Mills,19
4563,Lincoln Park,Essex Light Rail,2
4564,Lincoln Park,Fairmount Ave,230
4565,Lincoln Park,Glenwood Ave,122
4566,Lincoln Park,Grand St,22
4567,Lincoln Park,Grand St & 14 St,1
4568,Lincoln Park,Grant Ave & MLK Dr,10
4569,Lincoln Park,Grove St PATH,131
4570,Lincoln Park,Hamilton Park,14
4571,Lincoln Park,Harborside,19
4572,Lincoln Park,Heights Elevator,10
4573,Lincoln Park,Hilltop,67
4574,Lincoln Park,Hoboken Ave at Monmouth St,2
4575,Lincoln Park,Hoboken Terminal - Hudson St & Hudson Pl,23
4576,Lincoln Park,Hoboken Terminal - River St & Hudson Pl,13
4577,Lincoln Park,Hudson St & 4 St,1
4578,Lincoln Park,JC Medical Center,34
4579,Lincoln Park,Jackson Square,21
4580,Lincoln Park,Jersey & 3rd,24
4581,Lincoln Park,Jersey & 6th St,6
4582,Lincoln Park,Journal Square,163
4583,Lincoln Park,Lafayette Park,7
4584,Lincoln Park,Leonard Gordon Park,26
4585,Lincoln Park,Liberty Light Rail,22
4586,Lincoln Park,Lincoln Park,1073
4587,Lincoln Park,Madison St & 1 St,1
4588,Lincoln Park,Madison St & 10 St,1
4589,Lincoln Park,Mama Johnson Field - 4 St & Jackson St,1
4590,Lincoln Park,Manila & 1st,18
4591,Lincoln Park,Marin Light Rail,19
4592,Lincoln Park,Marshall St & 2 St,1
4593,Lincoln Park,McGinley Square,192
4594,Lincoln Park,Monmouth and 6th,16
4595,Lincoln Park,Montgomery St,37
4596,Lincoln Park,Morris Canal,10
4597,Lincoln Park,Newark Ave,59
4598,Lincoln Park,Newport PATH,33
4599,Lincoln Park,Newport Pkwy,16
4600,Lincoln Park,Oakland Ave,5
4601,Lincoln Park,Paulus Hook,15
4602,Lincoln Park,Pershing Field,25
4603,Lincoln Park,Riverview Park,9
4604,Lincoln Park,Sip Ave,381
4605,Lincoln Park,South Waterfront Walkway - Sinatra Dr & 1 St,10
4606,Lincoln Park,Southwest Park - Jackson St & Observer Hwy,3
4607,Lincoln Park,Stevens - River Ter & 6 St,1
4608,Lincoln Park,Union St,103
4609,Lincoln Park,Van Vorst Park,39
4610,Lincoln Park,Warren St,22
4611,Lincoln Park,Washington St,36
4612,Lincoln Park,Willow Ave & 12 St,3
4613,MTL-ECO5-LAB,MTL-ECO5-LAB,2
4614,Madison St & 1 St,11 St & Washington St,295
4615,Madison St & 1 St,12 St & Sinatra Dr N,203
4616,Madison St & 1 St,14 St Ferry - 14 St & Shipyard Ln,173
4617,Madison St & 1 St,4 St & Grand St,99
4618,Madison St & 1 St,5 Corners Library,8
4619,Madison St & 1 St,6 St & Grand St,178
4620,Madison St & 1 St,7 St & Monroe St,295
4621,Madison St & 1 St,8 St & Washington St,242
4622,Madison St & 1 St,9 Ave & W 18 St,1
4623,Madison St & 1 St,9 St HBLR - Jackson St & 8 St,127
4624,Madison St & 1 St,Adams St & 11 St,147
4625,Madison St & 1 St,Adams St & 2 St,133
4626,Madison St & 1 St,Baldwin at Montgomery,2
4627,Madison St & 1 St,Bergen Ave,1
4628,Madison St & 1 St,Bergen Ave & Sip Ave,13
4629,Madison St & 1 St,Bloomfield St & 15 St,160
4630,Madison St & 1 St,Brunswick & 6th,36
4631,Madison St & 1 St,Brunswick St,19
4632,Madison St & 1 St,Christ Hospital,18
4633,Madison St & 1 St,Church Sq Park - 5 St & Park Ave,306
4634,Madison St & 1 St,City Hall,27
4635,Madison St & 1 St,City Hall - Washington St & 1 St,1436
4636,Madison St & 1 St,Clinton St & 7 St,312
4637,Madison St & 1 St,Clinton St & Newark St,151
4638,Madison St & 1 St,Columbus Dr at Exchange Pl,33
4639,Madison St & 1 St,Columbus Drive,23
4640,Madison St & 1 St,Columbus Park - Clinton St & 9 St,305
4641,Madison St & 1 St,Communipaw & Berry Lane,4
4642,Madison St & 1 St,Dey St,2
4643,Madison St & 1 St,Dixon Mills,13
4644,Madison St & 1 St,Essex Light Rail,3
4645,Madison St & 1 St,Fairmount Ave,1
4646,Madison St & 1 St,Glenwood Ave,2
4647,Madison St & 1 St,Grand St,36
4648,Madison St & 1 St,Grand St & 14 St,376
4649,Madison St & 1 St,Grove St PATH,46
4650,Madison St & 1 St,Hamilton Park,57
4651,Madison St & 1 St,Harborside,68
4652,Madison St & 1 St,Heights Elevator,35
4653,Madison St & 1 St,Hilltop,22
4654,Madison St & 1 St,Hoboken Ave at Monmouth St,190
4655,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,2359
4656,Madison St & 1 St,Hoboken Terminal - River St & Hudson Pl,1563
4657,Madison St & 1 St,Hudson St & 4 St,307
4658,Madison St & 1 St,JC Medical Center,19
4659,Madison St & 1 St,JCBS Depot,1
4660,Madison St & 1 St,Jackson Square,2
4661,Madison St & 1 St,Jersey & 3rd,27
4662,Madison St & 1 St,Jersey & 6th St,18
4663,Madison St & 1 St,Journal Square,8
4664,Madison St & 1 St,Lafayette Park,3
4665,Madison St & 1 St,Leonard Gordon Park,27
4666,Madison St & 1 St,Liberty Light Rail,7
